tweet,label_prediksi
"DULU PAS JAMAN MASIH SEKOLAH OFFLINE😭😭😭 pasti aja begini
""yang kalah gantian ya""
""PAKE LAGU YANG SUSAH KEK""
""yang dapet bintang di level hard, nanti aku traktir seblak ws""
""lagu aju nice woiii""
""AAAA APAAN HDUSISHDOSHWIWJWBS"" /kalau kalah https://t.co/qWFgJySwhO",positif
sekolah offline https://t.co/Jxgd0T5whw,netral
@encity_mlyt offline ini lagi di sekolah,positif
@bertanyarl suka sekolah/kerja online/offline??,netral
"ini adek-adek w sekolah dpt uang jajan, w di rumah doang ga dpt uang jajan, huaaa kpn kuliah offline",positif
pengen sekolah offline tpi gk mau belajar😔☝️,positif
"Udah effort bgt ni sekolah offline biar pelajaran, malah jamkos😇",positif
"waktu, bisa lebih maksimal belajarnya. mana gaboleh bawa bekal makanan, sedangkan sekolah jam 6.30 udah bel masuk. bingung gak lu sepagian gak makan, loyo. apalagi ye, oiya offline kan setengah doang, sisanya tetep d rumah, itu belajarnya makin gak maksimal. yang di rumah kadang-",negatif
"gue tim kontra offline sih. semenjak bapak gue meninggal kan mama gue harus kerja, jadi ga ada yang bisa anter jemput gue ke sekolah. sedangkan ongkos ke sekolah tuh 14k. 14k pulang balik 28k, uang jajan gue aje 25k doang. sekarang malah bingung uang jajan, gak ada yang ngasih.",negatif
"@DEARJAEMARK Iyaa padahal ini pas chorusnya easy listening bikin nagih, aku aja ngajak streaming ke temen yg non K-popers katanya lagunya enak 😭
Apa mungkin krn rilisnya di hari² weekday ya, terus udah mulai sekolah offline juga, jadi pada gk banyak waktu luang buat streaming 😥",netral
"@storyuntitledd yeay bagus! udahh, kebetulan sekolah offline aja ini 
btw, have a great day kak tii, semangat yaa buat hari ini! 🥰💪💪",positif
"sch! gimana cara nolak orang kelas minta contek tugas pas sekolah offline:(. Hadeh, kan gamungkin bilang belum, nantikn ketahuan:(",netral
semoga sekolah offline gue lancar https://t.co/cGvfk4640b,positif
@bertanyarl sekolah offline,netral
sekolah offline🐄🐄,netral
"@ell_amethyst imel udah mulai sekolah offline kak😭
astagaaa kirain imel itu😭",negatif
"@Lionbby_ pgnnya si gt, tp gue sekolah offline 😭",positif
"Ya Allah, sy bosen sekolah offline terus",negatif
gamau sekolah offline😭,netral
"@szunarintarou Morning lang, hari ini kesibukannya apa? Sekolah? Kuliah? Online offline?",netral
"@kkajenn Morning, kesibukannya apa hari ini? Kuliah? Sekolah? Offline online?",netral
@nctzenbase Inget udah banyak yang sekolah offline,netral
sekolah offline is sucks,negatif
Adekku udah mulai masuk sekolah offline 👍🏻👍🏻,positif
"Ngantuk bgt sekolah offline pagi"" td malem bru selese nugas jam 2🙂",negatif
"sekolah offline tu enak, kalau punya temen :)",positif
dulu kok gue bisa ya survive sekolah offline selama seminggu terus smpe sore lagi awokawok. sekarang kyk seminggu 3 kali aja rasanya capek bngt dah,negatif
"@lmkhccvr uda sekolah offline, tapi hari ini jadwal online",netral
Sekolah offline tiap hari rasanya capek bgt,negatif
Adakah yang sekolah offline hari ini?,netral
Tentu saja saya sekolah offline lagi,netral
akhirnya sekolah offline https://t.co/NncbUMnM33,netral
"tanyarl
balik ke kos sekarang yay/nay
belum sekolah offline si🥲",netral
"@S_AshelJKT48 udahh,mau sekolah offline ka wkwk,have a nice day",positif
@oshxjung sekolah w knp gada yg kena ya... keren juga... OFFLINE AGAKNYA MAYAN NYIKSA ANJIR,negatif
sekolah offline?,netral
"sekolah offline gaenk klo di sesi, ga adil sm yg online soalny nnt takutnya klo materine nggak diulang lg waktu gnti sesi tp malah lanjut materi",negatif
@ishyuckandk harusnya sih lagi offline tapi di sekolah ku lagi ada acara jadi hari ini online,netral
@jkkily Oalah kamu sekolah offline. Semangat 🥰,positif
sekolah offline😿,netral
Sch! Struggle ulangan pake kertas lembaran pas sekolah offline 😔 https://t.co/ynVrjsNBcx,negatif
Hadeh dah sekolah offline aja,negatif
@emulsyen Pagi ijaaa! Semangat kamu jugak! Sekolah offline apa masih online ja?,positif
"@convomf engga kadang abis subuh tidur lagi, soalnya papah kerja biasanya mulai jam 8/9an apa lagi pas aku sekolah offline ydh deh gada yg jam 6 udah bangun🙂🙇‍♀️",negatif
"Gak lgi gue mandi jam sgitu klo gk sekolah offline, DINGIN NJRR",netral
"pagii semuaa, have a nice day♡ semangat buat yang sekolah offline",positif
"hadeh, hari ini sekolah offline😭",negatif
"@convomf kalo kamu udah sekolah offline, jualan roti/donat aja pagi2. temenku dulu jualan itu laku sih soalnya pada beli buat sarapan biasanya.",netral
"@Yxwidy Morninggg, sekolah offline ni",positif
@convomf eh nderr tp ini buat sekolah offline doang yaa 😁😁,negatif
@convomf Pengennya gitu tapi aku sekolah offline :v,positif
Gimana biar gue ada semangat sekolah offline,positif
"@fairytales__17 Wih kecee, hari ini sekolah nya online apaa offline?",netral
"@convomf Enak kok offline, cuman karena udah terlalu lama online, capeknya offline jadi kerasa banget. Capek fisik ya bukan pikiran, kayak bolak-balik nya, belum lagi pagi-pagi udah harus siap ke sekolah tuh kerasa banget nguras tenaga.",negatif
"Lemes banget, gak ada mood buat ngapa-ngapain. Gak mau sekolah offline juga nanti pagi. Buat apa gitu",positif
"@schfess Dari awal juga gak pernah pengen offline class, makanya suka ngerasa aneh kalau ada yang ngebet banget pengen sekolah offline",negatif
"Sch! No salty ya, awalnya aku seneng sekolah offline, seneng banget, tapi ternyata disekolahan juga cuma dikasih tugas aja, gak dijelasin materi + memperdalam materi, dan selalu bilang ""nanti materinya dibaca sendiri ya""🥲",positif
"Langit, bisakah kau turunkan meteor ke sekolahku? Aku tidak ingin sekolah offline",negatif
"•PROGRESS•
1. today aku abis sekolah offline mat peminatan dan mat wajib
2. lanjut sekolah daring sampe jam dua siang
3. tobk gratisan dari salah satu bimbel deket sekolah
4. disambung les
5. dan belajar uh fisika buat besok

*kinda tired but it's ok https://t.co/rUJo4G4rNK",netral
males besok sekolah offline..,negatif
"besok sekolah offline tp gua blm ngantuk help, mana pagi sekolahnya",positif
"Bedanya yang bikin lebih berat saat ini, siswanya jadi kudu belajar dewe.

Kalo dari segi tugas, gue liat liat gaada bedanya sama gue sekolah offline dulu.

Adek gue aja sampe mendeklarasikan ""gue ga akan mau masuk sekolah SMA di sekolah lu.""",positif
"Yak silahkan hujat tapi beneran gue ngerasa gitu. I mean, dulu gue sekolah pas offline aja tekanannya sebesar itu.",negatif
"@bertanyarl dibebanin ke PR. Apa-apa Pr, pr, pr, dan deadlinenya tuh gak seminggu kayak pr kalau offline. Bisa cuma sehari, dua hari dlnya. Semua mata pelajaran ada PR. Aku nemenin adikku yg sekolah offline aja ngerasain capek, apa lagi anak² seumuran dia pasti ngerasanya capek banget",negatif
"@bertanyarl Hmm gimana ya aku ngejelasinnya... 

Kalau kita sekolah biasa kayak offline gitu kan latihan ya latihan aja gitu kerjain pas mata pelajarannya berlangsung. Pulang juga paling bawa beberapa PR, dan aku yakin ga semua mata pelajaran ada PR. Tapi sejak sfh tuh, tugasnya jadi-c",netral
beeeeesok gue sekolah offline for the first time setelah sekian lama AOWKWKW,positif
"@convomf gue ngeri di praktikumnya sih. gatau kenapa kaya belum siap aja gitu. mungkin karna efek kelamaan online, ya ? ada yang ngerasa gini juga engga si ? jangan - jangan cuma gue doang yang ga ada rasa excited mau sekolah offline π____π",positif
"@armyfess_ Sksd aja my gapapaa, lumayan kan ada temen ngobrol di kelas kalo udah sekolah offline👍",positif
@convomfs kalian udah sekolah offline belum,netral
@quarrenity IYAAA. Ambil shift malem mumpung besok sekolah offline ehehheeh,positif
semenjak sekolah offline jadi jarang buka studytwt 🥲,negatif
Kapan sekolah offline sie😭😭,netral
"@convomf Ga relate di gw si, soalnya gw lebih ngerti pelajaran yg di sampaikan sama gurunya lewat offline. Walaupun di sekolah mh kgk ada temen yodeh lh ya, yang penting pelajaran nya masuk ke otak. Kalo online mh mana gw bangunnya kesiangan, ngantuk mulu lagi",positif
"Dah ah pen bobok anj
Bsok ku kudu bangun pagi n sekolah offline lgie smsksksdmcndj heuhhh https://t.co/KI0SdAHXXW",negatif
"@oojixsz kak nath kangen huee,aku sekarang udah sekolah offline,dari jam 07:00-16:30 setiap hari jadi udah jarang megang hp gitu…padahal kangen buat jbjb TT
kak nath apa kabar?",positif
"Gue besok sekolah offline,tp males tidur njir 😭😭😭",negatif
@gabyJKT48 Jam berapa nih ? Takutnya besok gak bisa liat karna sekolah offline,negatif
"Bioskop udah buka, sekolah udah mulai offline, gym buka semua. Kenapa cuma shake n shape yg ga buka2 lagi 😭 butuh olahraga bgd",positif
"lawak bgt sekolah gue, kalo HUT sekolah diadakan secara offline sedangkan maulid nabi diadakan online cuih ternyata lebih penting hut dari pada agama:)",netral
"@BaskaraRaditya_ anyway bar, tips biar cepet ngantuk dong besok gue harus sekolah offline 😔",negatif
"besok sekolah offline tapi masih belum ngantuk, malas tidur 😞😞",negatif
"gw punya sekolah lucu banget najis. KP3 offline wajib ikut, ptmt berjalan, sahabat belajar berjalan, tapi giliran kena teguran lgsg ketar ketir, awikwok https://t.co/9Ffar2SHFn",negatif
yg nggak gue suka pas sekolah offline ini tu...dari jam 7 sampe 10 murid cmn boleh duduk doang ga boleh bawa minum/makan gaada istirahat sumpah apa gk pegel mana kursinya kayu lg,negatif
besok harus sekolah offline,positif
"moots, cara biar cepet ngantuk dan tdr gmn? bsk harus sekolah offline soalnya huhu",negatif
"@jakegolddz aku udah sekolah offline 😭 waktu buat istirahat aja sering kurang huhuu. hype enha sama bangtan udah susah dbjsjsmaka

I MISS YOU TOO😭😭",negatif
"@chshiitravis pretty good! agak cape karena td sekolah offline but still fun, anw thank uuu nay 😆 jgn begadang jg kalo ngantuk buruan tidur okaayy",negatif
"teruuussss ya anjir jeki taiiiiii KSEL AH. TERUS JG TEMEN KELAS GAJELASSS ULER BGT DIH. lawak banget, masa ngaduin apa yang ada di gc ke guru wkwk. padahal biasanya juga elu pada misuh misuh. terus ya.. besok sekolah offline. dah nangis aja",negatif
Wedeh bsk hari pertama sekolah offline,positif
besok kalian sekolah online atau offline??,netral
"bangun pagi pagi di hari senin, harus sekolah offline",positif
Mengcapek besok sekolah offline harus bangun pagi² jgn begadang 😩🤯,negatif
"@Ioveoid itu hal yg dilakuin setiap hari, btw lo msh sekolah online atau udah offline",netral
"deluan yaa, besok sekolah offline😌 gnite!! sleep well moots🌛💛",positif
"Tidurr, bsok sekolah offline https://t.co/VdIp9BGuFM",positif
"@convomf sama nder aku juga besok kudu offline tapi lagi ada yang bikin ga enak :(( gapapa yuk sekolah aja, belajar kan hak kamu :(( semangatt! 🫂",positif
"@convomf Sekolah offline gapapa, asalkan kalo mtk, ekonomi dirumah aja boleh ga sih😭😭😭",positif
Makin gw pikir pikir masa sekolah online udah nyaman banget kalo offline ga tau kenapa gw kyk males banget,negatif
"@summeryish YEEESS satu bulan ini aku udah sekolah offline, kak summy!! SENENG BANGETTT BANGET! SETELAH NUNGGU SATU TAHUN akhirnya bisa ketemu T____T i’m even happier now to hear that!! 🥺 KAK SUMMY SHOULD ALWAYS BE HAPPY &lt;3",positif
"kalian lebih suka sekolah offline apa online?
plis tugas gue gk offline gk online sama aja bejibun",netral
sudah siap sekolah offline go 😇,positif
BESOK AKU SEKOLAH OFFLINE YEAYYY,positif
"fyi, gue sekolah offline tapi tugasnya di kumpul di google classroom",positif
"cape banget tugas gue numpuk. baru hari pertama di minggi kedua sekolah offline, udah numpuk aja. kadang guru tuh mikir gasi kalau anak murid itu masih ada mapel lain? iya si ngejar materi, tapi cape banget harus begadang cuma gara gara tugas 😢",negatif
"@BLACKPINKMARKET Kan sekolah, kuliah, uda pada offline. Jadi mereka ngurangin buat jajan. Kecuali kalo kemarin covid nganggur jadi pelampiasan ke beli merch &amp; pc gitu",netral
"Jalanan, Mall, Bioskop, Bandara, tempat wisata dah mulai buka, anak2 mulai sekolah offline. Para pedagangpun mulai tersenyum, pasien covidpun mulai hilang di RS, semoga jadi pertanda kearah kebaikan, tetap taat Prokes supaya tdk terjadi gelombang ketiga. https://t.co/S1yTTHltp3",positif
"Maaf moots aku jrng jbjb, akhir2 ini lg overthinking semenjak sekolah offline ☺🙏🏻",negatif
"beberapa hari kedepan srl dulu yya, soalnya lagi sekolah offline. tugas juga numpuk 😭👍🏻",negatif
@convomf KENAPA WEYYY JURUSANKU BLM BOLEH SEKOLAH OFFLINE,positif
"@rahmadiheru88 @kompascom @alh_koentjoro Yang terbaik untuk bangsa ya, Bro. Anak-anak sudah mulai sekolah offline, lihat Jogja kemarin sampai macet, penuh mobil luar kota, ada rasa khawatir.",positif
kenapa ya sekolah offline lebih kerasa capeknya? tapi seru sihhh,positif
@lunal0veg00d1 Senin ini my first sekolah offline after 2thn ga ke sekolah🤌,positif
"i mean, sekolah offline- sekolah biasa sih, emang tiap Senin - Jum'at",positif
"@bertanyarl suatu saat nnti yg sklh pake kerudung akan merasakan

Sekolah online                         sekolah offline https://t.co/u5KMjtTCNm",netral
besok aku sekolah offline 🚶🏻‍♀️,positif
"apakh aku hrus menangis, bsk vaksin padahal sekolah offline, trs ada pelajaran kimia &amp; visual arts AKU MAU IKUT PELAJARAN ㅠ ㅠ",positif
☁️ yang udah sekolah offline spill dong uang saku kalian berapa😬,positif
"@convomf gue fine fine aja kalo offline, CUMAN YA KALO EKSTRAKULIKULER OFF IN AJA GITU LOH ANJIR, GUE MAU FOKUS SAMA MAPEL, kek ada aja hambatan 😞 semoga aja ekstra kulikuler nya di hentiin sampe gue lulus di sekolah itu wkwkwkwk",negatif
"Bukan gimana ya kalok catetan karena sekolah online its okay lah masih bisa kalok ini kan udah offline kek dia juga udah nyatet kan nanti gua yg nyatet susah"" dia tinggal nyalin santai",netral
"@convomf Awal 2020 dan akhir 2021. Karena itu gw sekolah offline, gw pilih dua duanya",positif
"@slrvrqueen Iy..
Sekolah di rumah..
Kalo guru w ada di kota yang sama dngn w..
Guru dtng ke rumah... Kek sklh offline
Kalo w lagi di luar kota.. Materi and soal latihan dikirim lewat e-mail deh..
Dan itu sdh berlangsung selama 4 tahun terakhir..",positif
@minewithmine MAU KAK BUAT JAJAN SUNSCREEN BUAT SEKOLAH OFFLINE,positif
"first day sistem penggiliran untuk kumpulan pelajar B: 

Ada budak kumpulan A yang masih datang sekolah walaupun dah pesan minggu lepas. 

Cikgu? Ulang balik from A-Z apa yang ajar kat A last week sebab PdPR offline module tak berkesan tanpa ada penerangan yg jelas dri guru.",negatif
jahat bgt mrk ngerencanain liburan di depan gue yg minggu ini full sekolah offline 😀,netral
"GW BARU KLS 9 TUGAS UDH GA NGOTAK HAHAHA APALAGI KULIAH MAMPUS GW,,,,,, APA JANGAN"" KARENA GW TOLIL TUGAS 5 DOANG DI BILANG BANYAK? ,,,,, LEBIH DARI 5 BTW BUKAN CUMA 5 ,,, KARENA GW UDAH SEKOLAH OFFLINE KUIS &amp; ULANGAN UDH JADI TUGAS GW JGA HAHAHAHAHAH CAPEK SAYA PAK BUK WKWKWK",negatif
"Gapapa deh gua sekolah offline trs asal ga satu kelas masuk, udh srek bgt gua sama sesi ini",positif
@gwgjbgt Asikk dong sekolah offline,positif
@convomfs sekolah mu masih daring apa udah offline?,netral
@convomf Lebih suka sekolah offline apa online?,netral
@petterhanniee semoga cepet sembuh ya biar bisa sekolah offline!! aku lagi mikirin uts soalnya disuruh bikin video terus 🤕,positif
hmm eh ya tapi sekolah offline juga aku gakenal temen sekelas sih. km kenal gak? @aheuheuu,netral
"@rosyceae Demi tadi soalnya juga gw kek gini tadi pagi, mana sekolah offline, terus gurunya juga ngawas di belakang gw kek deg-degan banget 😭",negatif
@givenchyholland Ah soal sekolah offline sm online btw,netral
"Selama ini berangkat gelap pulang gelap, sampe gak tau kalo sekolah udah offline ya? WKWKWK",netral
@DGXIOR tadi revan keluar ya? sekolah kamu offline/online dek?,netral
"gakkk sengaja kepencet kata tengah!!!😭

itu tmen lagi blg ""besok takut sekolah offline"" https://t.co/5yhtEAU1wq",negatif
Jujur kangen sekolah offline sih,positif
"Aku jahat ya? :( iya,pasti jahat banget :(

Kalo gini mending sekolahnya dirumah aja,males ketemu ""temen temen sekelas"". Tapi aku pengen sekolah offline juga :(

Duhhhhhh,aku bakal coba berdamai sama hati deh. Mungkin butuh waktu yang lama😭😭tapi ayo cha,kendaliin diri sendiri🍧",negatif
aku dah sekolah offline walaupun sehari masuk ny udh seneng 😭😭,positif
"@bertanyarl -1 😠😩 hari ini hari pertama sekolah offline. Pas berangkat hujan, pulangnya motor mogok sampe harus jalan kaki di siang bolong+pake pantofel.",positif
@convomf Sekolah online/offline?,netral
"@thinkingabtwkh akuu gak pensi kook, cuma ngurangin koleksi, karena habis gini sekolah offline jdi takut gadirawat pcku 😥",negatif
"kayaknya bakal rest hunter dulu, mau sekolah offline💃",positif
"mending offline deh kalau sekolah, online mumet banget gue.",positif
"@schfess Aku udh mulai sekolah offline jugaa tpi di sesi, sesi 1 pagi sampe siang, sesi 2 siang sama sore",positif
"beginilah jadinya dari kelas 10 sampe sekarang kelas 11, engga sekolah offline.

parkiran aja engga tau di mana🤣 https://t.co/pSQ2ipnJyh",positif
@convomf Sekolah online ngeluh sekolah offline ngeluh,netral
"Offline school bikin capek luar dalam njir, fisik gw capek banget karena sekolah jauh, di kelas jg kurang maksimal rasanya https://t.co/bOULwhmtfA",negatif
Kalo lg proses move on gini pengennya sekolah offline full day bercanda sm temen2 trs jd cepet bgttt lupain rasa sakitnya:((,positif
"gua sekolah offline : 
belajar ❎
pedicure and manicure ✅
 gua kesekolah numpang bersihin kuku lumayan gratis ☺️🤣",positif
"@convomfs Sering banget 🤧 apalagi pas SMA waktu itu sekolah offline, nh jalan pulang itu lewat tempat tongkrongan (warung tp sering dijadikan tempat tongkrongan anak sekolahan, khusus dr sekolah kami) untungnya sih pake motor aku",positif
"@tacendaqloo Gapapaa nanti aku yang mulung!! Semangat sekolah, seru banget uda offline 😖",positif
