"username","tweetcreatedts","tweet","label_sentimen"
"dxqacha","2021-10-24 14:04:04","Bisa ga sih sekolah offline tapi kalo ulangan online😭","1"
"Gyozaa12","2021-10-24 14:02:49","Itu yang berharap sekolah offline, semangat belajar atau malak duit orang tua","1"
"garupdaa","2021-10-24 14:00:07","@futsabl cape bgt buset sekolah/kuliah offline, dari ketemu terbit ampe terbenam tu matahari","-1"
"juyelatte","2021-10-24 13:59:00","besok aku dah offline, kayaknya sekolah ku telat ga sih baru offline besok hahaa","1"
"maqkima","2021-10-24 13:53:39","@worstfu WKWKWKWKWKWK gua seminggu dua kali only sekolah jadi yah tiap minggu harinya ganti, gkpp bersyukur bisa offline 👍🏼","1"
"cutiiecityx","2021-10-24 13:53:03","konteks : sekolah offline https://t.co/eLtEDKZZg1","1"
"staiymad","2021-10-24 13:51:02","kapan aku sekolah offline, di php terus","1"
"leriicrab","2021-10-24 13:50:51","@tteonumochi baguss deh! aku jg baik 😁 iyaanie sekolah ku udh offline dri lama soalnya udh banyak tugas berceceran aosksjsjshsh","-1"
"bbaetiger","2021-10-24 13:50:39","BESOKK KALIAN SEKOLAH OFFLINE APA ONLINE BESTIEE???","0"
"ssugalaxyz","2021-10-24 13:43:17","@sugga Engga, besok jadwal sekolah offline 😭","-1"
"ccornjay","2021-10-24 13:43:16","Besok kalian sekolah online or offline???","0"
"ren_3to3","2021-10-24 13:38:48","@xrjniee sekolah aku dah offline, tapi akunya udh nyaman sekolah online☹️😭","-1"
"raarasj","2021-10-24 13:36:12","@convomfs bulan ini masih nder, nov/des udh ngak daring lagi, karna sekolah ku itu baru, jdi blum byk murid nya, jdi nya offline trs","1"
"ImLOover","2021-10-24 13:35:21","@jiiejiiema Sekolah offline jink😤","-1"
"jessicharenata","2021-10-24 13:33:31","@desperadroo No offense … tnya aja, apakah ini efek anak2 sekolah offline yg ga taat prokes? Srba slh sbg ortu lbh enak anak ke sekolah, tp disekolah anaknya pd buka masker colek2an ingus","-1"
"sushistasion","2021-10-24 13:33:06","keseringan sekolah online, besok dah mulai sekolah offline tiap hari 😭😃👍 gk tiap hari juga sih","1"
"jiiejiiema","2021-10-24 13:31:53","run run besok senin 🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️🏃🏻‍♀️
btw pada sekolah offline gaa? 🙀🙀","0"
"Naaajefff","2021-10-24 13:28:46","Besok senin sekolah offline huaaa","-1"
"kerolshazwan","2021-10-24 13:27:17","Staff aku biasanya bebudak cuti sem atau lepas spm.

so member sekolah diorang kerap la dtg. so bila aku serve dengan ramahnya, muncullah beberapa soalan belakang aku.

""manager kau gay ke?""

kau mintak topup ngan aku, aku cakap offline","0"
"ty_mylover","2021-10-24 13:26:19","Aku capek sekolah offline..","-1"
"berrychixu","2021-10-24 13:25:46","bingung, kalo sekolah offline enak si bisa paham materinya karena dijelasin langsung, tapi kalo online belajarnya bisa sambil duduk, rebahan, mau gaya apapun ya gapapa soalnya ga oncam👍 https://t.co/ujvn6B2Zoj","1"
"syfazha","2021-10-24 13:21:25","@BTS_twt Hai kak Yoon, aku kembali:) Aku lagi badmood banget gara2 tugas sekolah yang susah nya minta ampun, jadi males ke skolah nya juga, kalo tugas belum di kerjain tuh suka kepikiran terus, ada masalah lain juga yang bikin aku males sekolah offline, ya karena aku baru masuk SMK sama","-1"
"soobrngdns","2021-10-24 13:20:32","@convomf Lebih suka sekolah online atau offline??","0"
"2Ipjm","2021-10-24 13:19:02","aeh yang offline live stream tu time sekolah la weh😓😓😓😓","0"
"kepitring","2021-10-24 13:18:16","besok sekolah offline plis akdgsksgsjs","-1"
"hanibanisweeti","2021-10-24 13:17:32","besok harusnya aku sekolah offline, tapi malah diliburin😭","1"
"nnarnr","2021-10-24 13:17:21","besok sekolah offline :)","1"
"spicyb1tch","2021-10-24 13:16:43","ya allah besok sekolah offline","-1"
"peachajj","2021-10-24 13:15:01","besok ak sekolah offline","1"
"bangeunn","2021-10-24 13:13:24","@liflousm IHH SAMAKK mana kalo sekolah offline gupek trus takut ada yg kelupaan","-1"
"morrenallyy","2021-10-24 13:13:04","WOI BESOK SEKOLAH OFFLINE ANJIRT GMN INI","-1"
"morrenallyy","2021-10-24 13:12:52","males sekolah offline tp pgn ktmu temen","-1"
"_nzrpcyy","2021-10-24 13:12:45","kapan weyy sekolah offline gaada shift""an???😩 gw pengen ngehapus semua materi,e-book, ama foto"" pelajaran yg di hp","1"
"syataroo","2021-10-24 13:10:13","@armyfess_ coronces nder. jadinya online, kan muridnya banyak jadi gak bisa ngatur semua kayak sekolah offline. gini deh hasilnya","0"
"gyukvn","2021-10-24 13:06:46","AAAA BESOK GILIRAN GW SEKOLAH OFFLINE","-1"
"enpapillon","2021-10-24 12:58:50","Mau keliatan keren gitu sekolah nya hybrid online offline tapi malah bikin pembelajaran g efektif","-1"
"baseumum","2021-10-24 12:57:35","bes kan aku udh masuk sekolah offline, tpi rambut aku di warnain gtu, tpi kok ga di marahin ya? kaget pas baru masuk knp guru aku ga marahin suruh ganti warna item😀","1"
"bebyhyunnj","2021-10-24 12:56:02","Wkwkkw… bsk gue sekolah offline…","1"
"spootato","2021-10-24 12:55:01","@bertanyarl alhamdulilah semenjak sekolah offline kuota sedia selalu🥰","1"
"oceancoenffl","2021-10-24 12:52:30","gueee besok sekolah offline 😭😭 males","-1"
"rjchanyxw","2021-10-24 12:44:34","besok sekolah offline ga?","1"
"pjmbuddy","2021-10-24 12:44:04","@BTS_twt JIMIN AK TAKUT BGT SEKOLAH OFFLINE BSK....","-1"
"jwieSO2","2021-10-24 12:39:51","@yuksambes Nggaaa :((
Besok ke sekolah wawancara nyaaa, jadi offline
Terimakasih banyak yaaaa &lt;3 !!!!!!!!","1"
"Bunnylionleos","2021-10-24 12:39:42","Lahh anak sekolah udh pada offline ya","1"
"flyphanyy","2021-10-24 12:37:52","@y0uurssp IYA ANJIR MANA GUE SEKOLAH OFFLINE","-1"
"juyeonsure","2021-10-24 12:37:05","besok kalian sekolah offline / online?","0"
"nqtsvmes","2021-10-24 12:30:47","BESOK SEKOLAH OFFLINE ANJJJ","-1"
"dxqacha","2021-10-24 12:29:29","@axxrra Bisa ga sih sekolah offline ulangan online 😔","0"
"djiscord","2021-10-24 12:25:51","Senin bsok ada yang sekolah offline?","0"
"ailurosphilea","2021-10-24 12:19:18","yang bener aja... paginya sekolah offline, sorenya masih dilanjut daring :)","-1"
"rachelgheana","2021-10-24 12:19:10","@liunaayy sekolah?offline aku udah sekolah offline","1"
"namkooksha","2021-10-24 12:16:02","@jajkesim IBU NGARA MANA IJININ KALO OFFLINE. Smg sekolah gw offline sem 2 aja lah","1"
"luvmarkli","2021-10-24 12:13:07","Besok udah Senin aja, mana gue sekolah offline lagi. https://t.co/rP68DccauW","-1"
"bilaraaaa","2021-10-24 12:10:59","AAAAAAARGH MANA PAS HARI KEEMPAT PTD ON STAGE AKU SEKOLAH OFFLINE","-1"
"ugmaamiin","2021-10-24 12:08:59","gws inten offline sekolah offline😭😭😭","-1"
"pcarnamjoon","2021-10-24 12:08:41","bts untung bsok w gk offline klo offline w kayanya di sekolah linglung","-1"
"oogabelooga","2021-10-24 12:07:36","ponakan gw mau masuk sekolah offline omg😱","1"
"rarashioo","2021-10-24 12:05:26","Waaaa besok saya sekolah offline 🤭","1"
"darkchovo","2021-10-24 12:05:03","@convomfs Gatau gua dari awal SMA smpe sekarang blom ngerasain sekolah offline","0"
"nameisjoon","2021-10-24 12:04:13","seneng ada streaming buat offline konser tapi kenapa yang hari terakhir 😭 aku sekolah hei yaampun mo nangis 😭","-1"
"rosefstvlsn","2021-10-24 12:03:58","sekolah offline bermula . gimana ya , tugas gue masih numpukkkkkkkkkkkkkkk","-1"
"Frilzzz","2021-10-24 11:59:38","Ko gua seneng bgt ya bsk sekolah offline wkwkw, karna untuk pertama kalinya sekelas masuk tp kelas misah 😢","1"
"nw0014592118","2021-10-24 11:59:30","besok sekolah offline... sial","-1"
"iimperatrix","2021-10-24 11:48:35","ya Allah...aku sekolah offline pas pelajaran mtk..","-1"
"mmthilldaa","2021-10-24 11:45:20","@oxzward semangattt chryss, enak kokk sekolah offline","1"
"21otwngambis","2021-10-24 11:45:11","@schfess aku sebenernya suka belajar, suka nyatat, suka interaksi sm guru pas sekolah offline. terus aku juga gapunya keahlian khusus nder, semua skill yg aku punya dangkal semua &amp; general bgt, jd menurt aku, aku perlu kuliah spya bisa nemuin spesialisasi aku dibidang apa cocoknya","1"
"caixbingie","2021-10-24 11:43:53","kalian besok sekolah offline atau daring nie?","0"
"ErithaYohana","2021-10-24 11:42:59","Besok sekolah roster nya kimia pku pjok anjayyy gua blm buat karya apapun buat pku besok 
Gua blm siap sekolah offline gua udh terlanjur nyaman sekolah online","-1"
"stickjetZ","2021-10-24 11:42:40","Pertama kali bertugas offline sekolah minggu lagi, jadi perlu diabadikan.💐","0"
"jwisungiey","2021-10-24 11:40:56","full sekolah offline 😐😐😐😐😐 btw malem","-1"
"inbrlynz","2021-10-24 11:39:55","besok senin hwaaa
mana besok sekolah offline, jadi petugas upacara lagi 😩✋🏻
kalian sekolah offline apa online besok ??","0"
"wonijay","2021-10-24 11:39:52","@Zizizeeeee @sbmptnfess Hai kak izin bertanya, kalo ikut lomba online gini memang sertifikat nya bisa dipakai ya kak untuk membantu snm? saya kira harus lomba offline dan diatas lomba antar sekolah. .","0"
"winterambutan","2021-10-24 11:25:36","besok sekolah offline......","1"
"mafuyonama","2021-10-24 11:23:58","siapa yg besok sekolah offline???!!!","1"
"ceceliabbs","2021-10-24 11:23:26","besok sekolah offline lah 😭😭😭😭😭","1"
"Rylllfauzi","2021-10-24 11:19:58","@mychocohazelnut @diandraistifa_ Zaman itu hp itu mahal jaringan lelet juga, bisa buka google cuma di warnet. gue kan sekolah offline dari jam 7 sampai jam 2 nih masa gue tiap pulang sekolah cuma ke warnet? Kalo lu bilang alasan gue lucu why? Yang di tonton ada tv, baca koran, majalah, buku bukan buka google","1"
"shuuberry_","2021-10-24 11:03:26","Besok sekolah offline 😗","1"
"arianagaandee_","2021-10-24 10:55:39","besok aku mulai sekolah offline, hufttt
kembali ke dunia yang kejam lagi.","-1"
"wintouxicated","2021-10-24 10:54:35","Tas ransel buat yg mau sekolah offline https://t.co/VTmjn9rFT1","0"
"HadiRamlan3","2021-10-24 10:52:01","@bertanyarl Dulu pas sekolah offline kadang suka kasian sama mereka grgr suka minta hotspot :)))","0"
"heesnaraz","2021-10-24 10:49:47","besok sekolah online/offline ?","0"
"cubicrusty","2021-10-24 10:43:20","kalian sekolah offline berapa kali seminggu?
aku sekarang udah 4 kali seminggu😭 agak tidak ikhlas hatiku😭","1"
"wishluc","2021-10-24 10:31:19","besok sekolah offline https://t.co/3gAxqUbVXD","1"
"jaehyunlays","2021-10-24 10:28:25","mau sekolah offline cok","-1"
"qu_kiebie","2021-10-24 10:27:08","Kayaknya sekolah gw mau offline gagal mulu anying. Astagfirullah","-1"
"yyangniverse","2021-10-24 10:25:48","besok sekolah offline :)","1"
"lleardn","2021-10-24 10:24:50","@raitellie saya mlh bosan pas udah offline ini
mana skrg udah 3 hari an sekolah dlm 1 minggu
jd makin bosan + krg ada waktu nge twt","-1"
"sunoofoxies","2021-10-24 10:20:12","BSK SEKOLAH OFFLINE😭","1"
"sbtjaepil","2021-10-24 10:15:59","eh aduh besok sekolah offline 💔","-1"
"llyzvmx","2021-10-24 10:07:26","@theonly_ice engga sih, soalnya juga aku udah mulai sekolah offline &amp; kalau nugas siang siang jadi kelarnya kalau ga sore ya malem. makanya akhir akhir ini tidurnya cepet, bisa jam 7/8 udah ketiduran","1"
"sanorinsano","2021-10-24 10:05:27","@convomfs masuk bk, hs, mabok, bolos mapel semasa sekolah offline dulu","-1"
"aIeeeea","2021-10-24 10:04:54","besok sekolah offline. dari lubuk hatiku yg paling dalam aku males bgt heyyeheje soalnyaaaa AKU BEDA SESI SM TEMEN DEKETKU. takut aja jadi anak pendiem trs dighibahin ""alea kayanya anak yg cupu bgt ya""","-1"
"ehypenct","2021-10-24 09:56:25","sekolah offline ada istirahat nya gaksi?","0"
"zar_28","2021-10-24 09:50:14","Buat lu semua yang punya pasangan maba / sekolah mulai offline gw cuma ingetin jagaa karna para maba itu udh jadi jatah kating..borgol kalo bisaa ilanggg udh ikhlass lu ditinggal wkwkw waktunya OVERTHINKING GUYSSS","1"
"Helesunnx","2021-10-24 09:49:59","Ni sekolah mau online atau offline sama aja anj, sama"" bnyk tugas","-1"
"zar_28","2021-10-24 09:48:18","@tiyariri_17 Tiati buat maba yang udh masuk kuliah / sekolah offline kating nya jadi saingan lu siap2 tahan ditikungan wkwk","1"
"akuameliaa","2021-10-24 09:48:05","@spreadourwingss sibuk banget parah. sekolah offline sekarang setiap hari 😵","-1"
"zeapplefj","2021-10-24 09:45:34","bsk first day gue sekolah offline 😩","-1"
"aqarui","2021-10-24 09:35:50","GUE TAKUT SEKOLAH OFFLINE HELP 😭","-1"
"osakafue","2021-10-24 09:22:30","@convomfs 9/10 karena tadi sekolah offline","0"
"ENmergensy","2021-10-24 09:20:36","@alwaysshimj @enhypen_fess Sekolah lain udah offline, kita doang keknya yg masih daring :)","1"
"schfess","2021-10-24 09:17:17","SchApp! wtp guys sender senin besok sekolah offline 100%😜🥰

✄・・・
🧐 Trivia: Karena hambatan jenis kawat mengalami perubahan saat suhunya berubah, maka hambatan listriknya pun akan mengalami perubahan saat suhunya berubah.","1"
"Yoshinorilovely","2021-10-24 09:16:09","@hyunsuklvoebot Iya btw senin udh pad sekolah offline kampus gw juga udh si Dari kemarin tapi kaya bete aja udh senin","-1"
"catapimoriarty","2021-10-24 08:58:22","Apa yg hrs ak lakukan ketika mingdep sekolah offline?ya tentu saja minta jadwal oprasi ahwhwhwhwh","1"
"dxvilsflowrs","2021-10-24 08:35:06","besok senin besok senin sekolah offline AAAAAK TIDAK","-1"
"ilovhaesun","2021-10-24 08:31:12","@mamabeomkyu wkwk ga kak dyn aja aku juga jompo akibat sekolah offline :'( mogu lucu bgt kaya nama kucing tetangga ku!!!","-1"
"smileno_","2021-10-24 08:18:12","@pakdirga yahh, gue udah sekolah offline sih","1"
"moonareas","2021-10-24 08:10:04","☁️ aku besok dah mulai sekolah offline nih,kalian masih online atau udah offline?","0"
"uwoos_j","2021-10-24 07:53:08","omg baru inget klo besok sekolah bagian offline :')","1"
"bucinnakun","2021-10-24 07:44:02","@convomf Gue sekolah offline njir","-1"
"phasevillick","2021-10-24 07:35:30","Besok sekolah offline lagi #LouisActuality","1"
"shunka_12","2021-10-24 07:27:19","Knp baru sekolah offline temen² gw pada bikin sg sm pcrnya🙂
Lah gw sm siapa??
//PelukHassun","1"
"ArmyismyF","2021-10-24 07:18:00","Mari liat concert,  lupakan soal sekolah offline besok","0"
"spebrm","2021-10-24 07:13:33","GUE GADA SEPATU SEKOLA GIMANA BESOK SEKOLAH OFFLINE","-1"
"caprihornn","2021-10-24 06:59:39","sekolah offline cape juga yaa :)","-1"
"earlyarch","2021-10-24 06:19:44","kalian udah sekolah offline?","0"
"txt_introvert","2021-10-24 05:55:11","#INTROVERTs kalian prefer sekolah/kuliah online atau offline? sebutkan alasannya","0"
"zavoryxd","2021-10-24 05:34:40","@bertanyarl Hp gue aja dari 2018 baru ganti di akhir tahun 2020 krna udah retak parah dan memori nya pada saat itu kecil gabisa nampung banyak apalagi pas bgt sekolah offline tugas video banyak dan mau uprak jadinya dibeliin baru😂","0"
"dilucside","2021-10-24 05:33:11","BESOK AK SEKOLAH OFFLINE","1"
"antihuman98","2021-10-24 05:16:34","ya Allah hamba gamau sekolah offline, bisakah engkau meng onlinekan lagi sekolah hamba? hamba mohon ya Allah, hamba cape hamba takut...","-1"
"ohmaigateu","2021-10-24 05:08:15","Pose terakhir kayak abg baru sekolah offline trus ketemu temen-temennya https://t.co/81woCdeSAS","1"
"gyubiesmall","2021-10-24 05:00:46","@txtmyeuphoria gapapa, semangat sekolah offline nyaa YAA💗💗","1"
"yxseoo","2021-10-24 04:52:02","@sakmashiro jangan diingetin plis besok sekolah offline😭","-1"
"txtmyeuphoria","2021-10-24 04:50:05","hai gaiss maaf banget aku jarang aktif:(
ak udh sekolah offline, dan ternyata tugasny malah nambah aja
tpi diusahain bakalan aktif kok, jangan unfol sayaa oke:(","-1"
"brwnsxgr","2021-10-24 04:18:32","aku mah bakal ngasih duit buat beli paketan mandiri, asal tiap hari dikasih uang saku kayak biasanya pas masih sekolah offline 😂 gabakal minta uang buat beli paketan akutuh kalau bisa ngumpulin uang sendiri hasil dari uang saku sehari-hari","1"
"c_hynnn","2021-10-24 04:14:18","kalian sekolah/kuliahnya udah offline apa masih online?","0"
"chrisschan_","2021-10-24 03:53:34","Besok aku sekolah offline, yeahh","1"
"ketiaksoobin","2021-10-24 03:42:51","@mascarboon Kalo sekolah dah banyak offline cuma ada beberapa daerah yg zona merah","-1"
"wonijay","2021-10-24 03:16:59","@orangegurlx sama kok udh offline cuma seminggu sekolah seminggu daring, oke oke semangaaaat juga kamu 😝🖤","1"
"aisydtzx_","2021-10-24 02:48:35","besok Senin gue sekolah offline 😧😧😧💪🏻💪🏻💪🏻🤸🏻‍♀️","-1"
"batagorrr_","2021-10-24 02:45:09","@ruanguci ganba ucii~ aku tau kok rasanya sekolah offline setelah sekian lama online, males-","-1"
"zzrpjaex","2021-10-24 02:39:36","BESOK GUE OFFLINE SEKOLAH MASALAH NYA LUPA YA ALLAH😭","-1"
"narjnx","2021-10-24 02:31:59","sekolah lo udah offline atau masih online?","0"
"etuustudy","2021-10-24 02:04:53","besok aku sekolah offline 😁 tapi kayaknya besok ga ada kbm deh, cuma ada acara debat sama pemilihan osis, oh iya, doain aku ya biar kepilih jadi anggota osis 😁","1"
"shitechu","2021-10-24 02:03:47","besok sekolah offline woo mana sesi 2 ):","1"
"nacutieejm","2021-10-24 01:45:33","besok sy sekolah offline😁☝️","1"
"moonchildwens","2021-10-24 01:44:16","@collegemenfess siap, ngeliatin anak"" sekolah udah pada offline sedangkan gue maish di rumah aja jjur w iri","1"
"iceprincedusty","2021-10-24 01:43:49","gue gabisa sarapan dah, langsung mules. apalagi pas jaman jamannya sekolah offline gitu, tpi sekarang sekarang ini mah ya bisa bisa aja lah tpi skit perut dikit","0"
"_2eunsang","2021-10-24 01:30:47","@karinbigwin Masih sekolah offline juga pas waktu itu, jadi g on 24/7 😭😭","1"
"permenyupwi","2021-10-24 01:15:55","katanya murid² mau dites pcr random 15 orang buat penentuan 100% sekolah offline ... plis semoga negatif semua, aku rindu uang jajan.","1"
"zaseola","2021-10-24 01:06:01","Maless banget besok sekolah offline 💔","-1"
"cherrishdiary","2021-10-24 01:02:05","@waferxzy lo dah sekolah offline blm el","0"
"liaphny","2021-10-24 00:59:18","@FairyAsahi_ tata udah sekolah offline belum","0"
"taegyuie","2021-10-24 00:40:06","@convomf bisa santai, rebahan sebelum sekolah offline","0"
"hanibanisweeti","2021-10-23 23:37:43","gais kalian udh bener² sekolah offline??","1"
"moonareas","2021-10-23 20:36:04","☁️ gua mau curhat sedikit. jdi gua belakangan ini udah mulai sekolah offline, dan gua bingung krna gua mau ikut masuk tpi this anxiety bothers me. gua harus gmna? fyi org tua gua kga tau gua punya anxiety, selama ini gua cuma konsul ke halo doc","1"
"vessl8d","2021-10-23 20:30:05","andai dia kek dulu sebelum sekolah offline, ngejar nilai iya tapi juga ada waktu buat aku, kesannya egois? yes ikr tp gapapalah kan cuma “andai” padahal kita cuma temenan HAHAHAH lucu bgt ;DDDD","0"
"GhalibRoyyan","2021-10-23 19:59:18","@qorygore semangat sekolah offline https://t.co/4Oz3TXOtEH","1"
"urrsskyy","2021-10-23 19:49:40","mau puas""in baca au mumpung lagi sekolah online, ntr klo udah offline gabakal pnya bnyk waktu buat baca au","-1"
"alicceblue","2021-10-23 19:12:35","Gara gara sekolah udh mulai offline gatau hrus up apa","1"
"userllovely","2021-10-23 18:16:40","@convomfs sekolah online or offline?","0"
"JOLIEVOIR","2021-10-23 17:54:45","sekolah offline tugas malah makin kececer anj","-1"
"O6116S","2021-10-23 17:38:24","aaa akun ini mulai ga ke uruss :(( sibuk sekolah offline akutuu, sampe rumah langsung tidurr skskksjs","-1"
"itsbaginda","2021-10-23 16:48:59","SMA NJINK 😭👊😔 
*dalam konteks sekolah offline beserta masa dan kenangannya* https://t.co/L5lB3hFvNp","-1"
"gprltwgwsp","2021-10-23 16:39:13","@schfess Sekolah online capek mental
Sekolah offline capek fisik

Dahla jadi rumput aja","-1"
"buanawisnu","2021-10-23 16:24:49","@Alleria3110 kayaknya kalau sekolah offline bakal banyak kasus bullying gara gara bocil nonton tokrev dah","-1"
"randidp05","2021-10-23 16:17:26","@A_ChristyJKT48 Aku lagi memikirkan sesuatu.karena di hari rabu aku ada ulangan Matematika,dan sekolah aku udah offline.jadi aku harus memikirkan strategi untuk mendapatkan jawaban dari google..hehehe
Canda canda","1"
"popcoown","2021-10-23 16:10:54","ini semenjak gue sekolah offline perasaan seminggu cepet bgt dha, masa udah minggu lagi aja gajelas","0"
"xilentcry","2021-10-23 16:08:54","gue beneran deh pengen bgt ngerjain sesuatu tanpa nyontek, kalo sekolah offline terus enak anjir gada yang nyontek","1"
"fierwuu","2021-10-23 16:00:49","Gk tau, yg penting sekolah offline https://t.co/E0MZ8gLRiW","0"
"lovaenna","2021-10-23 15:55:42","kangen musim hujan pas sebelum corona, apalagi musim hujan pas sekolah offline","1"
"ummxxbi","2021-10-23 15:50:50","@bertanyarl pernah, karena udah mulai offline jadi besok pas sekolah takut ngga ada temen😭 temen gue dah pergi sama geng barunya hahha","-1"
"chxfuyzu","2021-10-23 15:48:37","@convomf besok aku mau beli hp gue yang udh sekolah OFFLINE IWWW PANAS BGT GUE GAMBAR yang udh sekolah offline","0"
"ssavirae","2021-10-23 15:40:39","@bertanyarl please banget sekolah ku baru aja offline, itu pun terbatas😭","1"
"kalasaurs","2021-10-23 15:32:18","@ourchanie Boleh boleh ajaa udah sringg, sekolah kan offline online jdi gapapaa","1"
"gataudehhpusing","2021-10-23 15:12:34","@bertanyarl kl sekolah offline kisaran 400an tp blm termasuk kl mau ngemall gt2","1"
"jjkzvs","2021-10-23 15:10:46","@bertanyarl 300 kalo ga sekolah
klo sekolah offline 1.050","1"
"spacinline","2021-10-23 15:08:52","ketika orang orang seneng sekolah offline gua di sini gemetaran ga bisa tidur wkwkwkwkwk... 😢","1"
"yeahtyaelah","2021-10-23 14:50:45","Kalau sekolah offline kadang jam 4 udah bangun https://t.co/Q17Wp3uxRL","1"
"littletigewr","2021-10-23 14:44:47","sebenernya yg bikin males kalo sekolah offline tuh cuma ngejar kereta doang :(","-1"
"yaenfe","2021-10-23 14:30:36","tp gmna ya gue gini jg ggr ada tanggungjawab lain kaya tugas sekolah, club, etc. pas buka genshin bawaannya udah cape duluan jadinya cuma daily commis :/ mau sih bisa puas puas main tapi ya mana skg udah sekolah offline juga...","-1"
"hyuneshaa","2021-10-23 14:29:09","@l33_y0u 14 kayaknya? tapi itu pas sekolah offline sih... semenjak online school ga dikasihtau rankingnya selain yang 10 besar sjdjdjsjjds","0"
"sweetiekepmoon","2021-10-23 14:04:03","@yourmilkeuty aku ikut seneng klo kak minji sehat, wkwkw ngga kok hari ini sampe kmren² blom ada yang bikin nangis, skrng beneran lagi seneng. seminggu sekolah offline trus duit nya ku beliin pc kevin jadi kaya duh kaya kebahagiaan banget gak sie, trus besok libur kaya dah lah seneng😀","1"
"pcygrlfrnd","2021-10-23 13:43:37","knp semenjak sekolah offline jam tudur gua balik kek dulu si. masa jam segini mata uda berat bngt 😭😩 gua mau begadang oi mau baca au sampe malem ☹️","-1"
"WaloKukus","2021-10-23 13:38:52","@mattchac @tubirfess Kalo pake masker terus sih gpp ya kalo menurut aing 
Tapi plisss dongg sekolah/kuliah ini ayok offline 😭😭🙏
Sedih aku tuh daring muluuk
Gegara covid gk selesai², jadi gak offline² anjri","1"
"baeharagi","2021-10-23 13:34:36","pentingnya sekolah offline full senin-jumat ampe jam 4 gunanya biar org2 kagak aneh eps nctzen","1"
"bisagilaahahhah","2021-10-23 13:31:03","@bertanyarl Dan setelah ngelakuin sholat 5 waktu ""aja"" do'a ku satu persatu terkabul, muali dari aku pengen sekolah offline, terus pengen dicerdas kan otak nya dalam hal akademik maupun non akademik (ini beneran diturutin, aku do'a ini pas sholat subuh, dan pas udah jam 9 aku ngerjain tugas-","1"
"skzlovys","2021-10-23 13:30:23","@seoyaaaaa Alhamdulillah, aku baik kak tapi ya gitu semenjak sekolah offline jadi susah main twt hikss","-1"
"reneleoo","2021-10-23 13:16:25","@imarmarwatih Jadinya kuliah di cirebon, udah mulai offline kuliah dia. Pamit sekolah terakhir kelas 2 SMA tau-tau udah kuliah aja, hahaha","0"
"kooadorable","2021-10-23 13:14:15","senin udah offline tapi aku belum beli sepatu sekolah :)))))","1"
"studyjwi","2021-10-23 13:08:09","mau sekolah offline...","0"
"jhaecuties","2021-10-23 13:04:17","sekolah offline bikin aku jadi gendut","1"
"hhhyjii_","2021-10-23 12:47:56","ya Allah weekend...gue blm siap sekolah offline lagiiii","-1"
"xbbyloeyy","2021-10-23 12:38:27","@l0eydust bener sie, aku jd semangat sekolah offline gegara ada crush WKWKWWKWK tapi minderrr","1"
"nurulfasyeehah","2021-10-23 12:35:30","""assalamualaikum murid murid harini kita kelas offline sebab cikgu ada urusan kat sekolah..."" https://t.co/RZMy9WrSng","1"
"chesetoys","2021-10-23 12:10:10","kak ell udah sekolah offline kah? — udah 3 minggu gue sekolah offline https://t.co/ApAdRbopKO","0"
"joyouslilies","2021-10-23 11:52:32","gatau kenapa tapi sekolah offline tuh bikin capek bgt","-1"
"JS25_2","2021-10-23 11:44:51","Dah sekolah offline jdi tambah sibuk","-1"
"nyakawr","2021-10-23 11:08:03","aku sedang gelisah krn selasa dan rabu masuk sekolah offline dan aku blm hafal yg hrs dihafalin","-1"
"jaykilovely","2021-10-23 10:51:02","@jakegrlfrnd AAAAA KAK RANI SEKOLAH OFFLINE LAGI KAPAN?","0"
"209Ymn","2021-10-23 10:43:49","@infobdg gapapa min sy lebih suka sekolah offline","1"
"tthecinnamon","2021-10-23 10:36:55","Grgr libur sekolah offline seminggu jadi gapengen sekolah offline lagi gxbsnanajsjjss nyaman dirumah😭😭😭","-1"
"moviemenfes","2021-10-23 10:35:01","Siap-siap buat sekolah offline mvs
 https://t.co/Ns3fovXURb","1"
"sssunkimno","2021-10-23 10:33:36","@filzterpjm Udh diijinin sm sekolah, kemarin jumat juga udh pramuka offline. Udh mulai sekolah offline juga","1"
"mnhcentric","2021-10-23 10:20:37","aku tuh.. umur 15 tahun, tinggi 164 merasa udah tinggi banget, cukup lah gitu seenggaknya buat anak seumuran ku. tapi kenapa pas sekolah offline aku kalau liat temen2ku dongak ya.... mereka makan apa selama pandemi ini... padahal temenku rata2 setahun di bawah ku ㅠㅠ","0"
"skyyharubae","2021-10-23 10:06:34","@bertanyarl Tadi sekolah offline tapii ga pelajarann):
Tau gitu aku bocan dirumah😤","-1"
"flaviyroose_","2021-10-23 09:49:00","@txtdaripelajar Aaa kangen sekolah offline","1"
"nakayutampan","2021-10-23 09:31:13","@JE0N9KYU @convomf Itu wktu SD🙂
Padus pas SMA
Dan waktu masi sekolah offline blm ada kopit","1"
"sucssfulppl","2021-10-23 09:23:31","@EdukaSystem Sekolah offline tapi lebih suka ujiannya online 🥰","1"
"lydribityp","2021-10-23 09:21:48","@EdukaSystem Sekolah offline, ulangan online 😃👍","1"
"maulidatunnis23","2021-10-23 09:08:57","akhirnya sekolah offline 🤣🤣🤣","0"
