username,tweetcreatedts,tweet,label_sentimen,tweet_cf,tweet_clean,tweet_clean_alay,tweet_token,tweet_stopword,tweet_normalisasi,tweet_stemming,tweet_bersih
eganovriyela,2021-10-26 18:07:46,"cantik kali pundi-pundi uangku😃 so thankful karena pandemi, gue jadi ngoleksi skinker. andaikan, gue sampe lulus sekolah offline. ni muka bakal hideung, dekil gakaruan pasti. uang2ku yang berpindah haluan dari nasi warteg ke skinker🤪 aga nyesel, dulu gue duit utuh gadubeli apa2 https://t.co/1Dwxw31ZaZ",0,cantik kali pundipundi uangku so thankful karena pandemi gue jadi ngoleksi skinker andaikan gue sampe lulus sekolah offline ni muka bakal hideung dekil gakaruan pasti uangku yang berpindah haluan dari nasi warteg ke skinker aga nyesel dulu gue duit utuh gadubeli apa,cantik kali pundipundi uangku so thankful karena pandemi gue jadi ngoleksi skinker andaikan gue sampe lulus sekolah offline ni muka bakal hideung dekil gakaruan pasti uangku yang berpindah haluan dari nasi warteg ke skinker aga nyesel dulu gue duit utuh gadubeli apa,cantik kali pundipundi uangku sok terima kasih banyak karena pandemi gue jadi ngoleksi skinker andaikan gue sampai lulus sekolah offline nih muka bakal hideung dekil gakaruan pasti uangku yang berpindah haluan dari nasi warung tegal ke skinker aga menyesal dulu gue duit utuh gadubeli apa,"['cantik', 'kali', 'pundipundi', 'uangku', 'sok', 'terima', 'kasih', 'banyak', 'karena', 'pandemi', 'gue', 'jadi', 'ngoleksi', 'skinker', 'andaikan', 'gue', 'sampai', 'lulus', 'sekolah', 'offline', 'nih', 'muka', 'bakal', 'hideung', 'dekil', 'gakaruan', 'pasti', 'uangku', 'yang', 'berpindah', 'haluan', 'dari', 'nasi', 'warung', 'tegal', 'ke', 'skinker', 'aga', 'menyesal', 'dulu', 'gue', 'duit', 'utuh', 'gadubeli', 'apa']","['cantik', 'kali', 'pundipundi', 'uangku', 'sok', 'terima', 'kasih', 'pandemi', 'gue', 'ngoleksi', 'skinker', 'andaikan', 'gue', 'lulus', 'sekolah', 'offline', 'muka', 'hideung', 'dekil', 'gakaruan', 'uangku', 'berpindah', 'haluan', 'nasi', 'warung', 'tegal', 'skinker', 'aga', 'menyesal', 'gue', 'duit', 'utuh', 'gadubeli']","['cantik', 'kali', 'pundipundi', 'uangku', 'sok', 'terima', 'kasih', 'pandemi', 'saya', 'ngoleksi', 'skinker', 'andaikan', 'saya', 'lulus', 'sekolah', 'offline', 'muka', 'hideung', 'dekil', 'gakaruan', 'uangku', 'berpindah', 'haluan', 'nasi', 'warung', 'tegal', 'skinker', 'aga', 'menyesal', 'saya', 'duit', 'utuh', 'gadubeli']","['cantik', 'kali', 'pundipundi', 'uang', 'sok', 'terima', 'kasih', 'pandemi', 'saya', 'ngoleksi', 'skinker', 'andai', 'saya', 'lulus', 'sekolah', 'offline', 'muka', 'hideung', 'dekil', 'gakaruan', 'uang', 'pindah', 'haluan', 'nasi', 'warung', 'tegal', 'skinker', 'aga', 'sesal', 'saya', 'duit', 'utuh', 'gadubeli']",cantik kali pundipundi uang sok terima kasih pandemi saya ngoleksi skinker andai saya lulus sekolah offline muka hideung dekil gakaruan uang pindah haluan nasi warung tegal skinker aga sesal saya duit utuh gadubeli
kiothesims,2021-10-26 17:46:13,"belom sekolah udh pengen pulang, alias gapengen sekolah offline 😠😠😠",-1,belom sekolah udh pengen pulang alias gapengen sekolah offline,belom sekolah udh pengen pulang alias gapengen sekolah offline,belum sekolah sudah ingin pulang alias gapengen sekolah offline,"['belum', 'sekolah', 'sudah', 'ingin', 'pulang', 'alias', 'gapengen', 'sekolah', 'offline']","['sekolah', 'pulang', 'alias', 'gapengen', 'sekolah', 'offline']","['sekolah', 'pulang', 'alias', 'gapengen', 'sekolah', 'offline']","['sekolah', 'pulang', 'alias', 'gapengen', 'sekolah', 'offline']",sekolah pulang alias gapengen sekolah offline
Zizizeeeee,2021-10-26 17:37:47,"@wonijay @sbmptnfess Setau aku ga harus lomba offline dan antar sekolah sih, soalnya lomba online gini juga serti nya diibaratkan kayak lomba pada umumnya (yang offline) apalagi ini tingkat nasional (soalnya diadain univ untuk satu Indo) jadi seharusnya bisa dipake sih. Cmiiw ya",0,setau aku ga harus lomba offline dan antar sekolah sih soalnya lomba online gini juga serti nya diibaratkan kayak lomba pada umumnya yang offline apalagi ini tingkat nasional soalnya diadain univ untuk satu indo jadi seharusnya bisa dipake sih cmiiw ya,setau aku ga harus lomba offline dan antar sekolah sih soalnya lomba online gini juga serti nya diibaratkan kayak lomba pada umumnya yang offline apalagi ini tingkat nasional soalnya diadain univ untuk satu indo jadi seharusnya bisa dipake sih cmiiw ya,sepengetahuan aku tidak harus lomba offline dan antar sekolah sih soalnya lomba online begini juga serti nya diibaratkan kayak lomba pada umumnya yang offline apalagi ini tingkat nasional soalnya diadain universitas untuk satu indonesia jadi seharusnya bisa dipakai sih correct me if i am wrong ya,"['sepengetahuan', 'aku', 'tidak', 'harus', 'lomba', 'offline', 'dan', 'antar', 'sekolah', 'sih', 'soalnya', 'lomba', 'online', 'begini', 'juga', 'serti', 'nya', 'diibaratkan', 'kayak', 'lomba', 'pada', 'umumnya', 'yang', 'offline', 'apalagi', 'ini', 'tingkat', 'nasional', 'soalnya', 'diadain', 'universitas', 'untuk', 'satu', 'indonesia', 'jadi', 'seharusnya', 'bisa', 'dipakai', 'sih', 'correct', 'me', 'if', 'i', 'am', 'wrong', 'ya']","['sepengetahuan', 'lomba', 'offline', 'sekolah', 'lomba', 'online', 'serti', 'kayak', 'lomba', 'offline', 'tingkat', 'nasional', 'diadain', 'universitas', 'indonesia', 'dipakai', 'correct', 'me', 'if', 'i', 'am', 'wrong']","['sepengetahuan', 'lomba', 'offline', 'sekolah', 'lomba', 'daring', 'serti', 'kayak', 'lomba', 'offline', 'tingkat', 'nasional', 'diadain', 'universitas', 'indonesia', 'dipakai', 'correct', 'me', 'if', 'i', 'am', 'wrong']","['tahu', 'lomba', 'offline', 'sekolah', 'lomba', 'daring', 'serti', 'kayak', 'lomba', 'offline', 'tingkat', 'nasional', 'diadain', 'universitas', 'indonesia', 'pakai', 'correct', 'me', 'if', 'i', 'am', 'wrong']",tahu lomba offline sekolah lomba daring serti kayak lomba offline tingkat nasional diadain universitas indonesia pakai correct me if i am wrong
lovcstay,2021-10-26 17:31:19,besok pagi masuk sekolah offline tp sekaranh blom tidur kenapa ya,0,besok pagi masuk sekolah offline tp sekaranh blom tidur kenapa ya,besok pagi masuk sekolah offline tp sekaranh blom tidur kenapa ya,besok pagi masuk sekolah offline tetapi sekaranh belum tidur kenapa ya,"['besok', 'pagi', 'masuk', 'sekolah', 'offline', 'tetapi', 'sekaranh', 'belum', 'tidur', 'kenapa', 'ya']","['besok', 'pagi', 'masuk', 'sekolah', 'offline', 'sekaranh', 'tidur']","['besok', 'pagi', 'masuk', 'sekolah', 'offline', 'sekaranh', 'tidur']","['besok', 'pagi', 'masuk', 'sekolah', 'offline', 'sekaranh', 'tidur']",besok pagi masuk sekolah offline sekaranh tidur
dyisrha,2021-10-26 17:20:13,Sekolah offline https://t.co/0HUTtqm5v6,1,sekolah offline,sekolah offline,sekolah offline,"['sekolah', 'offline']","['sekolah', 'offline']","['sekolah', 'offline']","['sekolah', 'offline']",sekolah offline
vnsachrst,2021-10-26 17:12:18,tapi bsk yang sekolah offline giliran yg genapppp 😭😭😭,1,tapi bsk yang sekolah offline giliran yg genapppp,tapi bsk yang sekolah offline giliran yg genapppp,tapi besok yang sekolah offline giliran yang genapppp,"['tapi', 'besok', 'yang', 'sekolah', 'offline', 'giliran', 'yang', 'genapppp']","['besok', 'sekolah', 'offline', 'giliran', 'genapppp']","['besok', 'sekolah', 'offline', 'giliran', 'genapppp']","['besok', 'sekolah', 'offline', 'gilir', 'genapppp']",besok sekolah offline gilir genapppp
brxchiosaurs,2021-10-26 17:11:14,"@BAALTlDDlES iyaah aman kl gituu xD

WKWKWKWK hayooo
aku kebiasaan sih gatau kenapa emg udh sejak SMP kebiasa bangun jam 4 gitu kalo sekolah/kuliah offline",1,iyaah aman kl gituu xd wkwkwkwk hayooo aku kebiasaan sih gatau kenapa emg udh sejak smp kebiasa bangun jam gitu kalo sekolahkuliah offline,iyaah aman kl gituu xd wkwkwkwk hayooo aku kebiasaan sih gatau kenapa emg udh sejak smp kebiasa bangun jam gitu kalo sekolahkuliah offline,iyaah aman kalau begitu xd wkwk hayo aku kebiasaan sih tak tau kenapa memang sudah sejak sampai kebiasa bangun jam begitu kalau sekolahkuliah offline,"['iyaah', 'aman', 'kalau', 'begitu', 'xd', 'wkwk', 'hayo', 'aku', 'kebiasaan', 'sih', 'tak', 'tau', 'kenapa', 'memang', 'sudah', 'sejak', 'sampai', 'kebiasa', 'bangun', 'jam', 'begitu', 'kalau', 'sekolahkuliah', 'offline']","['iyaah', 'aman', 'xd', 'wkwk', 'hayo', 'kebiasaan', 'kebiasa', 'bangun', 'jam', 'sekolahkuliah', 'offline']","['iyaah', 'aman', 'xd', 'wkwk', 'hayo', 'kebiasaan', 'kebiasa', 'bangun', 'jam', 'sekolahkuliah', 'offline']","['iyaah', 'aman', 'xd', 'wkwk', 'hayo', 'biasa', 'biasa', 'bangun', 'jam', 'sekolahkuliah', 'offline']",iyaah aman xd wkwk hayo biasa biasa bangun jam sekolahkuliah offline
kookooove,2021-10-26 17:09:54,Mau nangis gasi kek dulu pas masih normal sama offline sekolah.. setiap bangtan comeback selalu ikut po album trs fullpay mungkin grgr sibuk rl ga kerasa bgt tbtb udh rilis trs pada udh arrived ina 😭😭😭 bener bener se santai itu dulu.. tp skrng kek apa apa jadi lama bgtt 😔😔,0,mau nangis gasi kek dulu pas masih normal sama offline sekolah setiap bangtan comeback selalu ikut po album trs fullpay mungkin grgr sibuk rl ga kerasa bgt tbtb udh rilis trs pada udh arrived ina bener bener se santai itu dulu tp skrng kek apa apa jadi lama bgtt,mau nangis gasi kek dulu pas masih normal sama offline sekolah setiap bangtan comeback selalu ikut po album trs fullpay mungkin grgr sibuk rl ga kerasa bgt tbtb udh rilis trs pada udh arrived ina bener bener se santai itu dulu tp skrng kek apa apa jadi lama bgtt,mau menangis enggak sih kayak dulu pas masih normal sama offline sekolah setiap bangtan comeback selalu ikut po album terus fullpay mungkin gara gara sibuk rl tidak kerasa banget tiba tiba sudah rilis terus pada sudah arrived ina benar benar se santai itu dulu tetapi sekarang kayak apa apa jadi lama banget,"['mau', 'menangis', 'enggak', 'sih', 'kayak', 'dulu', 'pas', 'masih', 'normal', 'sama', 'offline', 'sekolah', 'setiap', 'bangtan', 'comeback', 'selalu', 'ikut', 'po', 'album', 'terus', 'fullpay', 'mungkin', 'gara', 'gara', 'sibuk', 'rl', 'tidak', 'kerasa', 'banget', 'tiba', 'tiba', 'sudah', 'rilis', 'terus', 'pada', 'sudah', 'arrived', 'ina', 'benar', 'benar', 'se', 'santai', 'itu', 'dulu', 'tetapi', 'sekarang', 'kayak', 'apa', 'apa', 'jadi', 'lama', 'banget']","['menangis', 'kayak', 'pas', 'normal', 'offline', 'sekolah', 'bangtan', 'comeback', 'po', 'album', 'fullpay', 'gara', 'gara', 'sibuk', 'rl', 'kerasa', 'banget', 'rilis', 'arrived', 'ina', 'santai', 'kayak', 'banget']","['menangis', 'kayak', 'pas', 'normal', 'offline', 'sekolah', 'bangtan', 'comeback', 'po', 'album', 'fullpay', 'gara', 'gara', 'sibuk', 'rl', 'kerasa', 'banget', 'rilis', 'arrived', 'ina', 'santai', 'kayak', 'banget']","['menang', 'kayak', 'pas', 'normal', 'offline', 'sekolah', 'bangtan', 'comeback', 'po', 'album', 'fullpay', 'gara', 'gara', 'sibuk', 'rl', 'rasa', 'banget', 'rilis', 'arrived', 'ina', 'santai', 'kayak', 'banget']",menang kayak pas normal offline sekolah bangtan comeback po album fullpay gara gara sibuk rl rasa banget rilis arrived ina santai kayak banget
rschrijven,2021-10-26 17:02:28,"so tomorrow finally offline school... i don't know what to react karena pengumumannya tuh dua hari yg lalu, TWO DAYS AGO?? dan gue harus mencari segala peralatan sekolah yang gaktau dmn keberadaannya karena udh 2 tahun gak sekolah",0,so tomorrow finally offline school i dont know what to react karena pengumumannya tuh dua hari yg lalu two days ago dan gue harus mencari segala peralatan sekolah yang gaktau dmn keberadaannya karena udh tahun gak sekolah,so tomorrow finally offline school i dont know what to react karena pengumumannya tuh dua hari yg lalu two days ago dan gue harus mencari segala peralatan sekolah yang gaktau dmn keberadaannya karena udh tahun gak sekolah,sok tomorrow finally offline school i do not know apa to react karena pengumumannya itu dua hari yang lalu dua days ago dan gue harus mencari segala peralatan sekolah yang gaktau di mana keberadaannya karena sudah tahun tidak sekolah,"['sok', 'tomorrow', 'finally', 'offline', 'school', 'i', 'do', 'not', 'know', 'apa', 'to', 'react', 'karena', 'pengumumannya', 'itu', 'dua', 'hari', 'yang', 'lalu', 'dua', 'days', 'ago', 'dan', 'gue', 'harus', 'mencari', 'segala', 'peralatan', 'sekolah', 'yang', 'gaktau', 'di', 'mana', 'keberadaannya', 'karena', 'sudah', 'tahun', 'tidak', 'sekolah']","['sok', 'tomorrow', 'finally', 'offline', 'school', 'i', 'do', 'not', 'know', 'to', 'react', 'pengumumannya', 'days', 'ago', 'gue', 'mencari', 'peralatan', 'sekolah', 'gaktau', 'keberadaannya', 'sekolah']","['sok', 'tomorrow', 'finally', 'offline', 'school', 'i', 'do', 'not', 'know', 'to', 'react', 'pengumumannya', 'days', 'ago', 'saya', 'mencari', 'peralatan', 'sekolah', 'gaktau', 'keberadaannya', 'sekolah']","['sok', 'tomorrow', 'finally', 'offline', 'school', 'i', 'do', 'not', 'know', 'to', 'react', 'umum', 'days', 'ago', 'saya', 'cari', 'alat', 'sekolah', 'gaktau', 'ada', 'sekolah']",sok tomorrow finally offline school i do not know to react umum days ago saya cari alat sekolah gaktau ada sekolah
O619hnjm,2021-10-26 16:57:37,semenjak sekolah offline tambah stress,-1,semenjak sekolah offline tambah stress,semenjak sekolah offline tambah stress,semenjak sekolah offline tambah stres,"['semenjak', 'sekolah', 'offline', 'tambah', 'stres']","['semenjak', 'sekolah', 'offline', 'stres']","['semenjak', 'sekolah', 'offline', 'stres']","['semenjak', 'sekolah', 'offline', 'stres']",semenjak sekolah offline stres
jimineyy95,2021-10-26 16:56:35,"Tiba tiba mikir kaya gini.. 
Sering banget dibilang “hp teross” Nih ya padahal aku pegang hp terus kan juga buat sekolah yak. Kaya.. iya dulu sekolahnya offline jadi pagi sampe sore diem disekolah nggak pegang hp, nah malemnya baru tuh keliatan pegang hp. Tapi kalo sekarang..",1,tiba tiba mikir kaya gini sering banget dibilang hp teross nih ya padahal aku pegang hp terus kan juga buat sekolah yak kaya iya dulu sekolahnya offline jadi pagi sampe sore diem disekolah nggak pegang hp nah malemnya baru tuh keliatan pegang hp tapi kalo sekarang,tiba tiba mikir kaya gini sering banget dibilang hp teross nih ya padahal aku pegang hp terus kan juga buat sekolah yak kaya iya dulu sekolahnya offline jadi pagi sampe sore diem disekolah nggak pegang hp nah malemnya baru tuh keliatan pegang hp tapi kalo sekarang,tiba tiba pikir kayak begini sering banget dibilang handphone teross nih ya padahal aku pegang handphone terus kan juga buat sekolah ya kayak iya dulu sekolahnya offline jadi pagi sampai sore diam disekolah enggak pegang handphone nah malemnya baru itu kelihatan pegang handphone tapi kalau sekarang,"['tiba', 'tiba', 'pikir', 'kayak', 'begini', 'sering', 'banget', 'dibilang', 'handphone', 'teross', 'nih', 'ya', 'padahal', 'aku', 'pegang', 'handphone', 'terus', 'kan', 'juga', 'buat', 'sekolah', 'ya', 'kayak', 'iya', 'dulu', 'sekolahnya', 'offline', 'jadi', 'pagi', 'sampai', 'sore', 'diam', 'disekolah', 'enggak', 'pegang', 'handphone', 'nah', 'malemnya', 'baru', 'itu', 'kelihatan', 'pegang', 'handphone', 'tapi', 'kalau', 'sekarang']","['pikir', 'kayak', 'banget', 'dibilang', 'handphone', 'teross', 'pegang', 'handphone', 'sekolah', 'kayak', 'iya', 'sekolahnya', 'offline', 'pagi', 'sore', 'diam', 'disekolah', 'pegang', 'handphone', 'malemnya', 'pegang', 'handphone']","['pikir', 'kayak', 'banget', 'dibilang', 'handphone', 'teross', 'pegang', 'handphone', 'sekolah', 'kayak', 'iya', 'sekolahnya', 'offline', 'pagi', 'sore', 'diam', 'disekolah', 'pegang', 'handphone', 'malemnya', 'pegang', 'handphone']","['pikir', 'kayak', 'banget', 'bilang', 'handphone', 'teross', 'pegang', 'handphone', 'sekolah', 'kayak', 'iya', 'sekolah', 'offline', 'pagi', 'sore', 'diam', 'seko', 'pegang', 'handphone', 'malemnya', 'pegang', 'handphone']",pikir kayak banget bilang handphone teross pegang handphone sekolah kayak iya sekolah offline pagi sore diam seko pegang handphone malemnya pegang handphone
staysrachaa,2021-10-26 16:55:36,@hwngsaint sekolah offline yg bikin aku gabisa tdr 😭,-1,sekolah offline yg bikin aku gabisa tdr,sekolah offline yg bikin aku gabisa tdr,sekolah offline yang bikin aku tidak bisa tidur,"['sekolah', 'offline', 'yang', 'bikin', 'aku', 'tidak', 'bisa', 'tidur']","['sekolah', 'offline', 'tidur']","['sekolah', 'offline', 'tidur']","['sekolah', 'offline', 'tidur']",sekolah offline tidur
ceikocei,2021-10-26 16:50:33,besok aku sekolah offline 👌🏼,1,besok aku sekolah offline,besok aku sekolah offline,besok aku sekolah offline,"['besok', 'aku', 'sekolah', 'offline']","['besok', 'sekolah', 'offline']","['besok', 'sekolah', 'offline']","['besok', 'sekolah', 'offline']",besok sekolah offline
rainyxiann,2021-10-26 16:45:40,"@parachietamol Aku hari ini sekolah offline full satu kelas. Buat aku yg di rumah gak punya temen, hari ini tu seneng banget!!! Having fun with ma bestie avv☹️❤️",1,aku hari ini sekolah offline full satu kelas buat aku yg di rumah gak punya temen hari ini tu seneng banget having fun with ma bestie avv,aku hari ini sekolah offline full satu kelas buat aku yg di rumah gak punya temen hari ini tu seneng banget having fun with ma bestie avv,aku hari ini sekolah offline full satu kelas buat aku yang di rumah tidak punya teman hari ini itu senang banget having fun dengan sama bestie avv,"['aku', 'hari', 'ini', 'sekolah', 'offline', 'full', 'satu', 'kelas', 'buat', 'aku', 'yang', 'di', 'rumah', 'tidak', 'punya', 'teman', 'hari', 'ini', 'itu', 'senang', 'banget', 'having', 'fun', 'dengan', 'sama', 'bestie', 'avv']","['sekolah', 'offline', 'full', 'kelas', 'rumah', 'teman', 'senang', 'banget', 'having', 'fun', 'bestie', 'avv']","['sekolah', 'offline', 'full', 'kelas', 'rumah', 'teman', 'senang', 'banget', 'having', 'fun', 'bestie', 'avv']","['sekolah', 'offline', 'full', 'kelas', 'rumah', 'teman', 'senang', 'banget', 'having', 'fun', 'bestie', 'avv']",sekolah offline full kelas rumah teman senang banget having fun bestie avv
Duckarinn,2021-10-26 16:39:52,"@convomf Ga siap sekolah offline, eh tapi kayaknya gue doang",-1,ga siap sekolah offline eh tapi kayaknya gue doang,ga siap sekolah offline eh tapi kayaknya gue doang,tidak siap sekolah offline eh tapi kayaknya gue doang,"['tidak', 'siap', 'sekolah', 'offline', 'eh', 'tapi', 'kayaknya', 'gue', 'doang']","['sekolah', 'offline', 'eh', 'kayaknya', 'gue', 'doang']","['sekolah', 'offline', 'eh', 'kayaknya', 'saya', 'doang']","['sekolah', 'offline', 'eh', 'kayak', 'saya', 'doang']",sekolah offline eh kayak saya doang
kimthadess,2021-10-26 16:25:04,orang-orang membenci sekolah offline hanya karena keluhan pribadi mereka. tapi apa mereka tidak memikirkan apa yang terjadi di masa yang akan datang? ingin tidak normal terus?,1,orangorang membenci sekolah offline hanya karena keluhan pribadi mereka tapi apa mereka tidak memikirkan apa yang terjadi di masa yang akan datang ingin tidak normal terus,orangorang membenci sekolah offline hanya karena keluhan pribadi mereka tapi apa mereka tidak memikirkan apa yang terjadi di masa yang akan datang ingin tidak normal terus,orangorang membenci sekolah offline hanya karena keluhan pribadi mereka tapi apa mereka tidak memikirkan apa yang terjadi di masa yang akan datang ingin tidak normal terus,"['orangorang', 'membenci', 'sekolah', 'offline', 'hanya', 'karena', 'keluhan', 'pribadi', 'mereka', 'tapi', 'apa', 'mereka', 'tidak', 'memikirkan', 'apa', 'yang', 'terjadi', 'di', 'masa', 'yang', 'akan', 'datang', 'ingin', 'tidak', 'normal', 'terus']","['orangorang', 'membenci', 'sekolah', 'offline', 'keluhan', 'pribadi', 'memikirkan', 'normal']","['orangorang', 'membenci', 'sekolah', 'offline', 'keluhan', 'pribadi', 'memikirkan', 'normal']","['orangorang', 'benci', 'sekolah', 'offline', 'keluh', 'pribadi', 'pikir', 'normal']",orangorang benci sekolah offline keluh pribadi pikir normal
kimthadess,2021-10-26 16:14:26,"jangan gitu, mending dibiasakan. memang kamu mau sekolah online terus? bisa saja kamu kaya berdoa semoga p word ini diperpanjang lagi. mau sampe kapan? ayo, kalau tidak mau sekolah offline, silakan, masih ada yang namanya home schooling. https://t.co/2f4113NipW",1,jangan gitu mending dibiasakan memang kamu mau sekolah online terus bisa saja kamu kaya berdoa semoga p word ini diperpanjang lagi mau sampe kapan ayo kalau tidak mau sekolah offline silakan masih ada yang namanya home schooling,jangan gitu mending dibiasakan memang kamu mau sekolah online terus bisa saja kamu kaya berdoa semoga p word ini diperpanjang lagi mau sampe kapan ayo kalau tidak mau sekolah offline silakan masih ada yang namanya home schooling,jangan begitu mending dibiasakan memang kamu mau sekolah online terus bisa saja kamu kayak berdoa semoga p word ini diperpanjang lagi mau sampai kapan ayo kalau tidak mau sekolah offline silakan masih ada yang namanya home schooling,"['jangan', 'begitu', 'mending', 'dibiasakan', 'memang', 'kamu', 'mau', 'sekolah', 'online', 'terus', 'bisa', 'saja', 'kamu', 'kayak', 'berdoa', 'semoga', 'p', 'word', 'ini', 'diperpanjang', 'lagi', 'mau', 'sampai', 'kapan', 'ayo', 'kalau', 'tidak', 'mau', 'sekolah', 'offline', 'silakan', 'masih', 'ada', 'yang', 'namanya', 'home', 'schooling']","['mending', 'dibiasakan', 'sekolah', 'online', 'kayak', 'berdoa', 'semoga', 'p', 'word', 'diperpanjang', 'ayo', 'sekolah', 'offline', 'silakan', 'namanya', 'home', 'schooling']","['lebih baik', 'dibiasakan', 'sekolah', 'daring', 'kayak', 'berdoa', 'semoga', 'p', 'word', 'diperpanjang', 'ayo', 'sekolah', 'offline', 'silakan', 'namanya', 'home', 'schooling']","['lebih baik', 'biasa', 'sekolah', 'daring', 'kayak', 'doa', 'moga', 'p', 'word', 'panjang', 'ayo', 'sekolah', 'offline', 'sila', 'nama', 'home', 'schooling']",lebih baik biasa sekolah daring kayak doa moga p word panjang ayo sekolah offline sila nama home schooling
